time,trading_symbol,last_price,volume_delta,aggressor_side,cvd_change,oi,oi_delta,depth_toxicity_tick,kyle_lambda_tick
2025-12-29 05:59:26+00,NIFTY25DECFUT,25993.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 05:59:27+00,NIFTY25DECFUT,25993.10,150,BUY,150,10880400,0,0.0385,0.000000
2025-12-29 05:59:28+00,NIFTY25DECFUT,25988.70,75,SELL,-75,10880400,0,0.0196,0.001150
2025-12-29 05:59:29+00,NIFTY25DECFUT,25988.70,75,SELL,-75,10880400,0,0.0179,0.001048
2025-12-29 05:59:30+00,NIFTY25DECFUT,25990.50,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 05:59:31+00,NIFTY25DECFUT,25988.10,225,SELL,-225,10880400,0,0.0337,0.000090
2025-12-29 05:59:32+00,NIFTY25DECFUT,25988.10,225,SELL,-225,10880400,0,0.0323,0.000344
2025-12-29 05:59:33+00,NIFTY25DECFUT,25988.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 05:59:34+00,NIFTY25DECFUT,25988.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 05:59:35+00,NIFTY25DECFUT,25988.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 05:59:36+00,NIFTY25DECFUT,25988.10,75,SELL,-75,10880400,0,0.0130,0.000000
2025-12-29 05:59:37+00,NIFTY25DECFUT,25988.10,75,SELL,-75,10880400,0,0.0130,0.000000
2025-12-29 05:59:38+00,NIFTY25DECFUT,25988.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 05:59:39+00,NIFTY25DECFUT,25988.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 05:59:40+00,NIFTY25DECFUT,25988.30,375,SELL,-375,10880400,0,0.0704,0.000038
2025-12-29 05:59:41+00,NIFTY25DECFUT,25988.30,150,SELL,-150,10880400,0,0.0339,0.000045
2025-12-29 05:59:42+00,NIFTY25DECFUT,25988.70,1125,SELL,-1125,10880400,0,0.1786,0.000063
2025-12-29 05:59:43+00,NIFTY25DECFUT,25988.70,975,SELL,-975,10880400,0,0.1444,0.000059
2025-12-29 05:59:44+00,NIFTY25DECFUT,25989.00,1125,SELL,-1125,10880400,0,0.1648,0.000103
2025-12-29 05:59:45+00,NIFTY25DECFUT,25989.10,150,SELL,-150,10880400,0,0.0417,0.000000
2025-12-29 05:59:46+00,NIFTY25DECFUT,25989.30,1350,SELL,-1350,10880400,0,0.2951,0.000022
2025-12-29 05:59:47+00,NIFTY25DECFUT,25989.40,1500,SELL,-1500,10880400,0,0.2740,0.000055
2025-12-29 05:59:48+00,NIFTY25DECFUT,25989.30,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 05:59:49+00,NIFTY25DECFUT,25988.20,825,SELL,-825,10880400,0,0.1410,0.000205
2025-12-29 05:59:50+00,NIFTY25DECFUT,25987.70,1800,SELL,-1800,10880400,0,0.1778,0.000000
2025-12-29 05:59:51+00,NIFTY25DECFUT,25987.80,3450,SELL,-3450,10880400,0,0.4144,0.000180
2025-12-29 05:59:52+00,NIFTY25DECFUT,25988.70,375,SELL,-375,10880400,0,0.0575,0.000153
2025-12-29 05:59:53+00,NIFTY25DECFUT,25992.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 05:59:54+00,NIFTY25DECFUT,25992.00,4350,BUY,4350,10880400,0,0.4394,0.000384
2025-12-29 05:59:55+00,NIFTY25DECFUT,25989.10,150,SELL,-150,10880400,0,0.0217,0.000420
2025-12-29 05:59:56+00,NIFTY25DECFUT,25988.20,225,SELL,-225,10880400,0,0.0682,0.001152
2025-12-29 05:59:57+00,NIFTY25DECFUT,25988.20,75,SELL,-75,10880400,0,0.0256,0.000308
2025-12-29 05:59:58+00,NIFTY25DECFUT,25988.30,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 05:59:59+00,NIFTY25DECFUT,25988.30,150,SELL,-150,10880400,0,0.0769,0.000051
2025-12-29 06:00:00+00,NIFTY25DECFUT,25988.50,225,SELL,-225,10880400,0,0.0714,0.000000
2025-12-29 06:00:01+00,NIFTY25DECFUT,25988.30,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:02+00,NIFTY25DECFUT,25988.50,150,SELL,-150,10880400,0,0.0455,0.000000
2025-12-29 06:00:03+00,NIFTY25DECFUT,25988.20,300,SELL,-300,10880400,0,0.0755,0.000025
2025-12-29 06:00:04+00,NIFTY25DECFUT,25988.20,225,SELL,-225,10880400,0,0.0556,0.000074
2025-12-29 06:00:05+00,NIFTY25DECFUT,25988.20,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:06+00,NIFTY25DECFUT,25988.20,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:07+00,NIFTY25DECFUT,25988.20,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:08+00,NIFTY25DECFUT,25988.20,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:09+00,NIFTY25DECFUT,25993.00,225,BUY,225,10880400,0,0.0375,0.000800
2025-12-29 06:00:10+00,NIFTY25DECFUT,25993.00,225,BUY,225,10880400,0,0.0323,0.000688
2025-12-29 06:00:11+00,NIFTY25DECFUT,25988.20,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:12+00,NIFTY25DECFUT,25988.20,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:13+00,NIFTY25DECFUT,25992.20,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:14+00,NIFTY25DECFUT,25992.20,300,BUY,300,10880400,0,0.0392,0.000523
2025-12-29 06:00:15+00,NIFTY25DECFUT,25988.00,300,SELL,-300,10880400,0,0.0444,0.000622
2025-12-29 06:00:16+00,NIFTY25DECFUT,25988.00,150,SELL,-150,10880400,0,0.0308,0.000062
2025-12-29 06:00:17+00,NIFTY25DECFUT,25991.90,450,BUY,450,10880400,0,0.0882,0.000765
2025-12-29 06:00:18+00,NIFTY25DECFUT,25988.00,750,SELL,-750,10880400,0,0.1333,0.000000
2025-12-29 06:00:19+00,NIFTY25DECFUT,25988.00,750,SELL,-750,10880400,0,0.1316,0.000000
2025-12-29 06:00:20+00,NIFTY25DECFUT,25988.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:21+00,NIFTY25DECFUT,25988.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:22+00,NIFTY25DECFUT,25988.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:23+00,NIFTY25DECFUT,25988.00,225,SELL,-225,10880400,0,0.0395,0.000000
2025-12-29 06:00:24+00,NIFTY25DECFUT,25988.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:25+00,NIFTY25DECFUT,25986.90,225,SELL,-225,10880400,0,0.0400,0.000196
2025-12-29 06:00:26+00,NIFTY25DECFUT,25986.90,225,SELL,-225,10880400,0,0.0556,0.000272
2025-12-29 06:00:27+00,NIFTY25DECFUT,25986.90,75,SELL,-75,10880400,0,0.0333,0.000000
2025-12-29 06:00:28+00,NIFTY25DECFUT,25986.90,150,SELL,-150,10880400,0,0.0250,0.000000
2025-12-29 06:00:29+00,NIFTY25DECFUT,25986.90,150,SELL,-150,10880400,0,0.0222,0.000000
2025-12-29 06:00:31+00,NIFTY25DECFUT,25989.90,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:32+00,NIFTY25DECFUT,25989.90,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:33+00,NIFTY25DECFUT,25989.80,150,BUY,150,10880400,0,0.0488,0.000033
2025-12-29 06:00:34+00,NIFTY25DECFUT,25989.80,150,BUY,150,10880400,0,0.0333,0.000022
2025-12-29 06:00:35+00,NIFTY25DECFUT,25989.80,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:36+00,NIFTY25DECFUT,25989.80,75,BUY,75,10880400,0,0.0250,0.000000
2025-12-29 06:00:37+00,NIFTY25DECFUT,25989.80,75,BUY,75,10880400,0,0.0263,0.000000
2025-12-29 06:00:38+00,NIFTY25DECFUT,25989.70,150,BUY,150,10880400,0,0.0513,0.000034
2025-12-29 06:00:39+00,NIFTY25DECFUT,25986.60,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:40+00,NIFTY25DECFUT,25986.60,150,SELL,-150,10880400,0,0.0385,0.000821
2025-12-29 06:00:41+00,NIFTY25DECFUT,25989.70,150,BUY,150,10880400,0,0.0392,0.000810
2025-12-29 06:00:42+00,NIFTY25DECFUT,25989.70,75,BUY,75,10880400,0,0.0270,0.001117
2025-12-29 06:00:43+00,NIFTY25DECFUT,25989.70,75,BUY,75,10880400,0,0.0278,0.001148
2025-12-29 06:00:44+00,NIFTY25DECFUT,25989.00,150,BUY,150,10880400,0,0.0455,0.000000
2025-12-29 06:00:45+00,NIFTY25DECFUT,25989.00,150,BUY,150,10880400,0,0.0435,0.000203
2025-12-29 06:00:46+00,NIFTY25DECFUT,25989.00,225,BUY,225,10880400,0,0.0612,0.000190
2025-12-29 06:00:47+00,NIFTY25DECFUT,25989.00,75,BUY,75,10880400,0,0.0250,0.000000
2025-12-29 06:00:48+00,NIFTY25DECFUT,25987.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:49+00,NIFTY25DECFUT,25987.10,75,SELL,-75,10880400,0,0.0196,0.000000
2025-12-29 06:00:50+00,NIFTY25DECFUT,25987.10,75,SELL,-75,10880400,0,0.0256,0.000000
2025-12-29 06:00:51+00,NIFTY25DECFUT,25987.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:52+00,NIFTY25DECFUT,25987.10,150,SELL,-150,10880400,0,0.0357,0.000000
2025-12-29 06:00:53+00,NIFTY25DECFUT,25987.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:54+00,NIFTY25DECFUT,25987.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:55+00,NIFTY25DECFUT,25988.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:00:56+00,NIFTY25DECFUT,25988.00,375,BUY,375,10880400,0,0.1220,0.000293
2025-12-29 06:00:57+00,NIFTY25DECFUT,25987.10,375,BUY,375,10880400,0,0.1136,0.000000
2025-12-29 06:00:58+00,NIFTY25DECFUT,25988.00,2850,SELL,-2850,10880400,0,0.4872,0.000171
2025-12-29 06:00:59+00,NIFTY25DECFUT,25987.00,3675,SELL,-3675,10880400,0,0.4261,0.000116
2025-12-29 06:01:00+00,NIFTY25DECFUT,25987.00,3075,SELL,-3075,10880400,0,0.3832,0.000012
2025-12-29 06:01:02+00,NIFTY25DECFUT,25990.00,150,BUY,150,10880400,0,0.0714,0.001429
2025-12-29 06:01:03+00,NIFTY25DECFUT,25990.00,150,BUY,150,10880400,0,0.0500,0.001000
2025-12-29 06:01:04+00,NIFTY25DECFUT,25990.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:05+00,NIFTY25DECFUT,25990.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:06+00,NIFTY25DECFUT,25990.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:07+00,NIFTY25DECFUT,25990.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:08+00,NIFTY25DECFUT,25987.50,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:09+00,NIFTY25DECFUT,25987.50,150,SELL,-150,10880400,0,0.0488,0.000813
2025-12-29 06:01:10+00,NIFTY25DECFUT,25987.50,150,SELL,-150,10880400,0,0.0392,0.000654
2025-12-29 06:01:11+00,NIFTY25DECFUT,25990.40,75,SELL,-75,10880400,0,0.0169,0.000000
2025-12-29 06:01:12+00,NIFTY25DECFUT,25992.80,75,BUY,75,10880400,0,0.0159,0.000508
2025-12-29 06:01:13+00,NIFTY25DECFUT,25987.50,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:14+00,NIFTY25DECFUT,25987.50,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:15+00,NIFTY25DECFUT,25992.10,300,BUY,300,10880400,0,0.0656,0.000153
2025-12-29 06:01:16+00,NIFTY25DECFUT,25987.50,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:17+00,NIFTY25DECFUT,25987.50,1950,SELL,-1950,10880400,0,0.2708,0.000000
2025-12-29 06:01:18+00,NIFTY25DECFUT,25987.50,1650,SELL,-1650,10880400,0,0.1864,0.000000
2025-12-29 06:01:19+00,NIFTY25DECFUT,25987.50,225,SELL,-225,10880400,0,0.0288,0.000000
2025-12-29 06:01:20+00,NIFTY25DECFUT,25991.80,300,BUY,300,10880400,0,0.0800,0.001147
2025-12-29 06:01:21+00,NIFTY25DECFUT,25991.80,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:22+00,NIFTY25DECFUT,25991.80,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:23+00,NIFTY25DECFUT,25991.50,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:24+00,NIFTY25DECFUT,25988.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:25+00,NIFTY25DECFUT,25988.10,450,SELL,-450,10880400,0,0.0594,0.000488
2025-12-29 06:01:26+00,NIFTY25DECFUT,25991.40,150,BUY,150,10880400,0,0.0177,0.000389
2025-12-29 06:01:27+00,NIFTY25DECFUT,25989.10,600,BUY,600,10880400,0,0.1143,0.000457
2025-12-29 06:01:28+00,NIFTY25DECFUT,25988.30,450,SELL,-450,10880400,0,0.0789,0.000000
2025-12-29 06:01:29+00,NIFTY25DECFUT,25988.60,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:30+00,NIFTY25DECFUT,25990.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:31+00,NIFTY25DECFUT,25989.80,975,BUY,975,10880400,0,0.1688,0.000225
2025-12-29 06:01:32+00,NIFTY25DECFUT,25991.20,2325,SELL,-2325,10880400,0,0.3444,0.000178
2025-12-29 06:01:33+00,NIFTY25DECFUT,25990.00,225,SELL,-225,10880400,0,0.0455,0.000040
2025-12-29 06:01:34+00,NIFTY25DECFUT,25990.00,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:35+00,NIFTY25DECFUT,25990.00,150,SELL,-150,10880400,0,0.0364,0.000000
2025-12-29 06:01:36+00,NIFTY25DECFUT,25991.90,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:37+00,NIFTY25DECFUT,25992.90,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:38+00,NIFTY25DECFUT,25992.90,450,BUY,450,10880400,0,0.0769,0.000171
2025-12-29 06:01:39+00,NIFTY25DECFUT,25989.10,375,SELL,-375,10880400,0,0.0781,0.000000
2025-12-29 06:01:40+00,NIFTY25DECFUT,25989.10,375,SELL,-375,10880400,0,0.0769,0.000779
2025-12-29 06:01:41+00,NIFTY25DECFUT,25989.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:42+00,NIFTY25DECFUT,25989.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:43+00,NIFTY25DECFUT,25989.10,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:44+00,NIFTY25DECFUT,25989.50,0,NEUTRAL,0,10880400,0,1.0000,0.000000
2025-12-29 06:01:45+00,NIFTY25DECFUT,25989.10,1425,SELL,-1425,10880400,0,0.2639,0.000000
2025-12-29 06:01:46+00,NIFTY25DECFUT,25989.10,1275,SELL,-1275,10897950,17550,0.2881,0.000090
2025-12-29 06:01:47+00,NIFTY25DECFUT,25989.10,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:01:48+00,NIFTY25DECFUT,25989.10,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:01:49+00,NIFTY25DECFUT,25988.10,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:01:50+00,NIFTY25DECFUT,25988.10,825,SELL,-825,10897950,0,0.1392,0.000169
2025-12-29 06:01:51+00,NIFTY25DECFUT,25988.10,2475,SELL,-2475,10897950,0,0.3708,0.000000
2025-12-29 06:01:52+00,NIFTY25DECFUT,25990.60,2775,BUY,2775,10897950,0,0.4157,0.000375
2025-12-29 06:01:53+00,NIFTY25DECFUT,25990.60,2775,BUY,2775,10897950,0,0.3083,0.000278
2025-12-29 06:01:54+00,NIFTY25DECFUT,25987.10,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:01:55+00,NIFTY25DECFUT,25987.00,675,SELL,-675,10897950,0,0.0826,0.000440
2025-12-29 06:01:56+00,NIFTY25DECFUT,25990.80,525,BUY,525,10897950,0,0.0921,0.000649
2025-12-29 06:01:57+00,NIFTY25DECFUT,25990.80,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:01:58+00,NIFTY25DECFUT,25992.40,225,BUY,225,10897950,0,0.0385,0.000598
2025-12-29 06:01:59+00,NIFTY25DECFUT,25987.80,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:00+00,NIFTY25DECFUT,25988.50,150,SELL,-150,10897950,0,0.0328,0.000109
2025-12-29 06:02:01+00,NIFTY25DECFUT,25992.60,300,BUY,300,10897950,0,0.0513,0.000821
2025-12-29 06:02:02+00,NIFTY25DECFUT,25992.60,75,BUY,75,10897950,0,0.0189,0.001031
2025-12-29 06:02:03+00,NIFTY25DECFUT,25991.90,300,BUY,300,10897950,0,0.0714,0.000976
2025-12-29 06:02:04+00,NIFTY25DECFUT,25991.90,225,BUY,225,10897950,0,0.0337,0.000105
2025-12-29 06:02:05+00,NIFTY25DECFUT,25988.00,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:06+00,NIFTY25DECFUT,25991.80,450,BUY,450,10897950,0,0.0652,0.000014
2025-12-29 06:02:07+00,NIFTY25DECFUT,25987.80,300,SELL,-300,10897950,0,0.0444,0.000030
2025-12-29 06:02:08+00,NIFTY25DECFUT,25988.20,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:09+00,NIFTY25DECFUT,25992.00,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:10+00,NIFTY25DECFUT,25987.80,600,SELL,-600,10897950,0,0.0792,0.000053
2025-12-29 06:02:11+00,NIFTY25DECFUT,25987.80,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:12+00,NIFTY25DECFUT,25987.80,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:13+00,NIFTY25DECFUT,25987.80,150,SELL,-150,10897950,0,0.0270,0.000757
2025-12-29 06:02:14+00,NIFTY25DECFUT,25988.10,75,SELL,-75,10897950,0,0.0135,0.000054
2025-12-29 06:02:15+00,NIFTY25DECFUT,25991.70,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:16+00,NIFTY25DECFUT,25992.00,225,BUY,225,10897950,0,0.0566,0.000000
2025-12-29 06:02:17+00,NIFTY25DECFUT,25988.00,525,SELL,-525,10897950,0,0.0897,0.000632
2025-12-29 06:02:18+00,NIFTY25DECFUT,25988.00,300,SELL,-300,10897950,0,0.0563,0.000695
2025-12-29 06:02:19+00,NIFTY25DECFUT,25987.00,150,SELL,-150,10897950,0,0.0299,0.000199
2025-12-29 06:02:20+00,NIFTY25DECFUT,25987.80,75,SELL,-75,10897950,0,0.0169,0.000181
2025-12-29 06:02:21+00,NIFTY25DECFUT,25987.80,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:22+00,NIFTY25DECFUT,25987.80,150,SELL,-150,10897950,0,0.0260,0.000000
2025-12-29 06:02:23+00,NIFTY25DECFUT,25992.00,150,BUY,150,10897950,0,0.0364,0.001018
2025-12-29 06:02:24+00,NIFTY25DECFUT,25987.80,150,SELL,-150,10897950,0,0.0364,0.000000
2025-12-29 06:02:25+00,NIFTY25DECFUT,25987.80,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:26+00,NIFTY25DECFUT,25987.80,375,SELL,-375,10897950,0,0.0909,0.000000
2025-12-29 06:02:27+00,NIFTY25DECFUT,25987.80,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:28+00,NIFTY25DECFUT,25987.80,225,SELL,-225,10897950,0,0.0517,0.000000
2025-12-29 06:02:29+00,NIFTY25DECFUT,25988.00,300,SELL,-300,10897950,0,0.0741,0.000000
2025-12-29 06:02:30+00,NIFTY25DECFUT,25987.10,375,SELL,-375,10897950,0,0.0909,0.000218
2025-12-29 06:02:31+00,NIFTY25DECFUT,25987.10,675,SELL,-675,10897950,0,0.2045,0.000030
2025-12-29 06:02:32+00,NIFTY25DECFUT,25987.10,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:33+00,NIFTY25DECFUT,25987.10,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:34+00,NIFTY25DECFUT,25989.00,525,BUY,525,10897950,0,0.2000,0.000000
2025-12-29 06:02:35+00,NIFTY25DECFUT,25989.00,1425,BUY,1425,10897950,0,0.1610,0.000215
2025-12-29 06:02:36+00,NIFTY25DECFUT,25986.80,1575,SELL,-1575,10897950,0,0.1810,0.000379
2025-12-29 06:02:37+00,NIFTY25DECFUT,25987.20,150,SELL,-150,10897950,0,0.0328,0.001049
2025-12-29 06:02:38+00,NIFTY25DECFUT,25988.00,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:39+00,NIFTY25DECFUT,25988.00,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:40+00,NIFTY25DECFUT,25988.00,750,SELL,-750,10897950,0,0.1493,0.000239
2025-12-29 06:02:41+00,NIFTY25DECFUT,25988.00,600,SELL,-600,10897950,0,0.1333,0.000000
2025-12-29 06:02:42+00,NIFTY25DECFUT,25987.30,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:43+00,NIFTY25DECFUT,25988.00,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:44+00,NIFTY25DECFUT,25987.00,300,SELL,-300,10897950,0,0.0526,0.000053
2025-12-29 06:02:45+00,NIFTY25DECFUT,25987.30,375,SELL,-375,10897950,0,0.0676,0.000126
2025-12-29 06:02:46+00,NIFTY25DECFUT,25987.00,3000,SELL,-3000,10897950,0,0.4706,0.000157
2025-12-29 06:02:47+00,NIFTY25DECFUT,25989.30,2775,BUY,2775,10897950,0,0.3663,0.000264
2025-12-29 06:02:48+00,NIFTY25DECFUT,25987.00,75,SELL,-75,10897950,0,0.0154,0.000000
2025-12-29 06:02:49+00,NIFTY25DECFUT,25989.90,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:50+00,NIFTY25DECFUT,25989.90,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:51+00,NIFTY25DECFUT,25986.70,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:52+00,NIFTY25DECFUT,25986.70,75,SELL,-75,10897950,0,0.0115,0.000490
2025-12-29 06:02:53+00,NIFTY25DECFUT,25986.70,75,SELL,-75,10897950,0,0.0109,0.000000
2025-12-29 06:02:54+00,NIFTY25DECFUT,25986.70,75,SELL,-75,10897950,0,0.0109,0.000000
2025-12-29 06:02:55+00,NIFTY25DECFUT,25986.30,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:56+00,NIFTY25DECFUT,25986.30,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:57+00,NIFTY25DECFUT,25986.30,450,SELL,-450,10897950,0,0.0845,0.000075
2025-12-29 06:02:58+00,NIFTY25DECFUT,25987.00,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:02:59+00,NIFTY25DECFUT,25986.50,375,SELL,-375,10897950,0,0.0893,0.000048
2025-12-29 06:03:00+00,NIFTY25DECFUT,25986.50,150,SELL,-150,10897950,0,0.0377,0.000553
2025-12-29 06:03:01+00,NIFTY25DECFUT,25986.70,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:03:02+00,NIFTY25DECFUT,25991.00,900,BUY,900,10897950,0,0.1935,0.000968
2025-12-29 06:03:03+00,NIFTY25DECFUT,25992.70,150,BUY,150,10897950,0,0.0290,0.000329
2025-12-29 06:03:04+00,NIFTY25DECFUT,25990.10,450,BUY,450,10897950,0,0.0845,0.000038
2025-12-29 06:03:05+00,NIFTY25DECFUT,25988.80,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:03:06+00,NIFTY25DECFUT,25988.80,450,SELL,-450,10897950,0,0.0698,0.000202
2025-12-29 06:03:07+00,NIFTY25DECFUT,25988.80,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:03:08+00,NIFTY25DECFUT,25989.90,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:03:09+00,NIFTY25DECFUT,25992.40,1200,BUY,1200,10897950,0,0.2254,0.000676
2025-12-29 06:03:10+00,NIFTY25DECFUT,25986.90,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:03:11+00,NIFTY25DECFUT,25989.10,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:03:12+00,NIFTY25DECFUT,25987.60,1200,BUY,1200,10897950,0,0.2759,0.000161
2025-12-29 06:03:13+00,NIFTY25DECFUT,25986.40,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:03:14+00,NIFTY25DECFUT,25987.00,675,SELL,-675,10897950,0,0.1475,0.000109
2025-12-29 06:03:15+00,NIFTY25DECFUT,25988.40,225,BUY,225,10897950,0,0.0682,0.000424
2025-12-29 06:03:16+00,NIFTY25DECFUT,25990.90,150,BUY,150,10897950,0,0.0377,0.000000
2025-12-29 06:03:17+00,NIFTY25DECFUT,25985.30,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:03:18+00,NIFTY25DECFUT,25988.00,675,SELL,-675,10897950,0,0.0891,0.000053
2025-12-29 06:03:19+00,NIFTY25DECFUT,25988.10,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:03:20+00,NIFTY25DECFUT,25985.40,750,SELL,-750,10897950,0,0.0909,0.000315
2025-12-29 06:03:21+00,NIFTY25DECFUT,25986.10,900,SELL,-900,10897950,0,0.1558,0.000346
2025-12-29 06:03:22+00,NIFTY25DECFUT,25988.20,0,NEUTRAL,0,10897950,0,1.0000,0.000000
2025-12-29 06:03:23+00,NIFTY25DECFUT,25987.90,900,SELL,-900,10897950,0,0.1395,0.000031
2025-12-29 06:03:24+00,NIFTY25DECFUT,25985.40,375,SELL,-375,10897950,0,0.0481,0.000372
2025-12-29 06:03:25+00,NIFTY25DECFUT,25988.30,3375,BUY,3375,10897950,0,0.3125,0.000037
2025-12-29 06:03:26+00,NIFTY25DECFUT,25988.30,0,NEUTRAL,0,10897950,0,1.0000,0.000000
